Date,Open,High,Low,Close,Volume,Adj Close
2015-12-21,2005.0,2505.0,2005.0,2505.0,2487400.0,2505.0
2015-12-22,2555.0,3005.0,2333.0,2420.0,4904400.0,2420.0
2015-12-23,,,,,,
2015-12-24,2620.0,2920.0,2555.0,2920.0,2035600.0,2920.0
2015-12-25,3230.0,3230.0,2565.0,2664.0,1641100.0,2664.0
2015-12-28,2575.0,2617.0,2164.0,2164.0,1105500.0,2164.0
2015-12-29,2251.0,2348.0,2025.0,2100.0,1569300.0,2100.0
2015-12-30,2086.0,2193.0,1990.0,2114.0,887400.0,2114.0
2015-12-31,,,,,,
2016-01-01,,,,,,
2016-01-04,2164.0,2227.0,1997.0,2006.0,485500.0,2006.0
2016-01-05,1946.0,1949.0,1816.0,1853.0,278500.0,1853.0
2016-01-06,1881.0,1921.0,1791.0,1800.0,175400.0,1800.0
2016-01-07,1746.0,1798.0,1686.0,1686.0,194500.0,1686.0
2016-01-08,1657.0,1760.0,1623.0,1708.0,120700.0,1708.0
2016-01-11,,,,,,
2016-01-12,1668.0,1777.0,1639.0,1644.0,99400.0,1644.0
2016-01-13,1672.0,1710.0,1602.0,1667.0,102600.0,1667.0
2016-01-14,1587.0,1594.0,1460.0,1496.0,157400.0,1496.0
2016-01-15,1569.0,1580.0,1409.0,1432.0,122700.0,1432.0
2016-01-18,1312.0,1400.0,1238.0,1359.0,134700.0,1359.0
2016-01-19,1376.0,1447.0,1359.0,1439.0,64200.0,1439.0
2016-01-20,1420.0,1488.0,1330.0,1332.0,68600.0,1332.0
2016-01-21,1330.0,1388.0,1220.0,1225.0,69000.0,1225.0
2016-01-22,1285.0,1466.0,1240.0,1436.0,96800.0,1436.0
2016-01-25,1466.0,1637.0,1403.0,1625.0,154100.0,1625.0
2016-01-26,1545.0,1648.0,1470.0,1558.0,99400.0,1558.0
2016-01-27,1646.0,1655.0,1552.0,1576.0,63000.0,1576.0
2016-01-28,1579.0,1787.0,1551.0,1747.0,136100.0,1747.0
2016-01-29,1749.0,1789.0,1612.0,1739.0,77200.0,1739.0
2016-02-01,1770.0,1845.0,1757.0,1770.0,44500.0,1770.0
2016-02-02,1748.0,1814.0,1734.0,1740.0,45800.0,1740.0
2016-02-03,1700.0,1770.0,1651.0,1729.0,26700.0,1729.0
2016-02-04,1766.0,1770.0,1663.0,1663.0,30200.0,1663.0
