Date,Open,High,Low,Close,Volume,Adj Close
2015-01-30,533.0,542.0,530.0,542.0,27800.0,542.0
2015-02-02,515.0,527.0,510.0,522.0,61400.0,522.0
2015-02-03,521.0,521.0,499.0,500.0,53400.0,500.0
2015-02-04,503.0,508.0,500.0,507.0,21300.0,507.0
2015-02-05,507.0,510.0,503.0,509.0,14200.0,509.0
2015-02-06,512.0,513.0,508.0,510.0,11300.0,510.0
2015-02-09,515.0,520.0,515.0,520.0,15200.0,520.0
2015-02-10,516.0,524.0,516.0,521.0,7800.0,521.0
2015-02-11,,,,,,
2015-02-12,511.0,516.0,510.0,515.0,26300.0,515.0
2015-02-13,515.0,515.0,509.0,510.0,19100.0,510.0
2015-02-16,508.0,514.0,508.0,510.0,14000.0,510.0
2015-02-17,510.0,513.0,509.0,511.0,9900.0,511.0
2015-02-18,511.0,514.0,511.0,513.0,8900.0,513.0
2015-02-19,514.0,522.0,514.0,517.0,15300.0,517.0
2015-02-20,520.0,520.0,517.0,518.0,9300.0,518.0
2015-02-23,523.0,534.0,523.0,527.0,46500.0,527.0
2015-02-24,527.0,529.0,524.0,524.0,10500.0,524.0
2015-02-25,528.0,547.0,524.0,539.0,45400.0,539.0
2015-02-26,559.0,560.0,543.0,551.0,102500.0,551.0
2015-02-27,555.0,559.0,539.0,541.0,53600.0,541.0
2015-03-02,549.0,549.0,536.0,542.0,23500.0,542.0
2015-03-03,546.0,546.0,533.0,539.0,22900.0,539.0
2015-03-04,535.0,545.0,533.0,535.0,12500.0,535.0
2015-03-05,540.0,547.0,535.0,536.0,25600.0,536.0
2015-03-06,542.0,543.0,535.0,541.0,16400.0,541.0
2015-03-09,531.0,540.0,524.0,532.0,36900.0,532.0
2015-03-10,535.0,536.0,529.0,532.0,11100.0,532.0
2015-03-11,526.0,536.0,524.0,534.0,16100.0,534.0
2015-03-12,535.0,537.0,531.0,537.0,16400.0,537.0
2015-03-13,539.0,541.0,534.0,539.0,21400.0,539.0
2015-03-16,539.0,556.0,536.0,542.0,67400.0,542.0
2015-03-17,548.0,550.0,539.0,539.0,37600.0,539.0
2015-03-18,540.0,542.0,537.0,539.0,8500.0,539.0
2015-03-19,548.0,548.0,538.0,541.0,19700.0,541.0
2015-03-20,542.0,543.0,533.0,540.0,26300.0,540.0
2015-03-23,542.0,542.0,530.0,532.0,30000.0,532.0
2015-03-24,532.0,536.0,531.0,534.0,11300.0,534.0
2015-03-25,535.0,535.0,530.0,533.0,7000.0,533.0
2015-03-26,532.0,534.0,526.0,527.0,19900.0,527.0
2015-03-27,528.0,536.0,528.0,532.0,18600.0,532.0
2015-03-30,541.0,544.0,537.0,537.0,14700.0,537.0
2015-03-31,540.0,542.0,536.0,537.0,13600.0,537.0
2015-04-01,541.0,542.0,537.0,541.0,12900.0,541.0
2015-04-02,537.0,542.0,535.0,542.0,13900.0,542.0
2015-04-03,544.0,544.0,538.0,544.0,9300.0,544.0
2015-04-06,544.0,550.0,540.0,545.0,24500.0,545.0
2015-04-07,550.0,550.0,545.0,548.0,10000.0,548.0
2015-04-08,548.0,550.0,545.0,545.0,23500.0,545.0
2015-04-09,546.0,548.0,544.0,545.0,6200.0,545.0
2015-04-10,546.0,546.0,544.0,544.0,5900.0,544.0
2015-04-13,540.0,546.0,540.0,544.0,15700.0,544.0
2015-04-14,543.0,550.0,543.0,550.0,17800.0,550.0
2015-04-15,546.0,550.0,540.0,545.0,32100.0,545.0
2015-04-16,548.0,550.0,546.0,548.0,18100.0,548.0
2015-04-17,550.0,550.0,536.0,545.0,19800.0,545.0
2015-04-20,545.0,545.0,540.0,541.0,9100.0,541.0
2015-04-21,542.0,545.0,531.0,534.0,27400.0,534.0
2015-04-22,536.0,541.0,536.0,538.0,10500.0,538.0
2015-04-23,538.0,547.0,538.0,547.0,18700.0,547.0
2015-04-24,547.0,548.0,541.0,543.0,10100.0,543.0
2015-04-27,547.0,548.0,544.0,546.0,16600.0,546.0
2015-04-28,548.0,550.0,544.0,548.0,19900.0,548.0
2015-04-29,,,,,,
2015-04-30,538.0,538.0,528.0,532.0,42400.0,532.0
2015-05-01,526.0,528.0,508.0,512.0,86500.0,512.0
2015-05-04,,,,,,
2015-05-05,,,,,,
2015-05-06,,,,,,
2015-05-07,511.0,512.0,508.0,509.0,35600.0,509.0
2015-05-08,509.0,520.0,509.0,519.0,11500.0,519.0
2015-05-11,529.0,532.0,524.0,529.0,17900.0,529.0
2015-05-12,529.0,529.0,521.0,524.0,11100.0,524.0
2015-05-13,528.0,528.0,519.0,527.0,7900.0,527.0
2015-05-14,530.0,530.0,524.0,526.0,6200.0,526.0
2015-05-15,536.0,536.0,524.0,532.0,16800.0,532.0
2015-05-18,533.0,533.0,525.0,529.0,13600.0,529.0
2015-05-19,534.0,535.0,530.0,535.0,21800.0,535.0
2015-05-20,535.0,535.0,532.0,534.0,10600.0,534.0
2015-05-21,534.0,537.0,531.0,537.0,11500.0,537.0
2015-05-22,536.0,537.0,533.0,534.0,9200.0,534.0
2015-05-25,539.0,539.0,534.0,536.0,19300.0,536.0
2015-05-26,536.0,537.0,535.0,536.0,14600.0,536.0
2015-05-27,537.0,538.0,534.0,537.0,34900.0,537.0
2015-05-28,533.0,537.0,528.0,530.0,43300.0,530.0
2015-05-29,526.0,533.0,526.0,533.0,13500.0,533.0
2015-06-01,530.0,535.0,530.0,533.0,13400.0,533.0
2015-06-02,540.0,540.0,531.0,532.0,39500.0,532.0
2015-06-03,533.0,535.0,532.0,535.0,22300.0,535.0
2015-06-04,537.0,537.0,534.0,536.0,13500.0,536.0
2015-06-05,534.0,536.0,533.0,535.0,15800.0,535.0
2015-06-08,536.0,537.0,535.0,535.0,37200.0,535.0
2015-06-09,536.0,557.0,531.0,531.0,193600.0,531.0
2015-06-10,532.0,538.0,524.0,528.0,50700.0,528.0
2015-06-11,528.0,532.0,524.0,524.0,26800.0,524.0
2015-06-12,529.0,530.0,525.0,530.0,16300.0,530.0
2015-06-15,529.0,533.0,528.0,533.0,26400.0,533.0
2015-06-16,532.0,533.0,528.0,533.0,19000.0,533.0
2015-06-17,633.0,633.0,633.0,633.0,174000.0,633.0
2015-06-18,693.0,727.0,610.0,615.0,1422500.0,615.0
2015-06-19,606.0,609.0,569.0,585.0,293400.0,585.0
2015-06-22,584.0,614.0,577.0,601.0,262400.0,601.0
2015-06-23,606.0,607.0,585.0,589.0,86800.0,589.0
2015-06-24,589.0,590.0,559.0,563.0,117900.0,563.0
2015-06-25,565.0,573.0,565.0,571.0,89200.0,571.0
2015-06-26,557.0,560.0,547.0,548.0,139000.0,548.0
2015-06-29,534.0,540.0,526.0,533.0,74800.0,533.0
2015-06-30,529.0,553.0,528.0,536.0,75600.0,536.0
2015-07-01,534.0,543.0,532.0,538.0,34000.0,538.0
2015-07-02,638.0,638.0,638.0,638.0,98800.0,638.0
2015-07-03,665.0,737.0,584.0,590.0,3730900.0,590.0
2015-07-06,573.0,592.0,560.0,580.0,240200.0,580.0
2015-07-07,585.0,640.0,565.0,592.0,363800.0,592.0
2015-07-08,600.0,600.0,568.0,585.0,147800.0,585.0
2015-07-09,559.0,578.0,535.0,569.0,131300.0,569.0
2015-07-10,573.0,573.0,550.0,553.0,42600.0,553.0
2015-07-13,566.0,590.0,553.0,571.0,93300.0,571.0
2015-07-14,590.0,599.0,581.0,593.0,96500.0,593.0
2015-07-15,593.0,601.0,577.0,598.0,80500.0,598.0
2015-07-16,601.0,602.0,585.0,593.0,41200.0,593.0
2015-07-17,595.0,595.0,585.0,590.0,38700.0,590.0
2015-07-20,,,,,,
2015-07-21,590.0,591.0,567.0,578.0,91900.0,578.0
2015-07-22,588.0,659.0,582.0,614.0,663100.0,614.0
2015-07-23,602.0,606.0,587.0,594.0,130700.0,594.0
2015-07-24,593.0,604.0,592.0,596.0,40300.0,596.0
2015-07-27,595.0,595.0,580.0,588.0,55100.0,588.0
2015-07-28,580.0,584.0,574.0,584.0,35600.0,584.0
2015-07-29,592.0,592.0,576.0,581.0,30100.0,581.0
2015-07-30,588.0,599.0,582.0,582.0,47400.0,582.0
2015-07-31,584.0,590.0,581.0,589.0,32400.0,589.0
2015-08-03,589.0,598.0,584.0,587.0,38400.0,587.0
2015-08-04,583.0,585.0,575.0,582.0,50000.0,582.0
2015-08-05,590.0,599.0,582.0,593.0,51000.0,593.0
2015-08-06,592.0,597.0,591.0,594.0,25400.0,594.0
2015-08-07,592.0,594.0,585.0,587.0,32700.0,587.0
2015-08-10,585.0,591.0,580.0,581.0,51200.0,581.0
2015-08-11,582.0,583.0,578.0,580.0,24200.0,580.0
